date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:30:28	669/669	U-----	200	untouched ('OK')	text/css	etag:%2229d-5fa39d02d1a61%22	http://localhost/interlinklogistics.co.uk/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/interlinklogistics.co.uk/)
12:30:28	57912/57912	U-----	200	untouched ('OK')	text/css	etag:%22e238-5fa39d02d1a61%22	http://localhost/interlinklogistics.co.uk/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/interlinklogistics.co.uk/)
12:30:37	53074/53074	U--MC-	200	updated ('OK')	application/json	date:Mon,%2001%20May%202023%2011:30:28%20GMT	http://localhost/interlinklogistics.co.uk/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-json/wp/v2/pages/7.json	(from http://localhost/interlinklogistics.co.uk/)
12:30:40	913/913	U-----	200	untouched ('')	text/xml	date:Mon,%2001%20May%202023%2009:06:19%20GMT	http://localhost/interlinklogistics.co.uk/xmlrpc.php?rsd	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/xmlrpc0db0.php	(from http://localhost/interlinklogistics.co.uk/)
12:30:40	1045/1045	U-----	200	untouched ('')	application/xml	etag:%22415-5ebf6dfa74847%22	http://localhost/interlinklogistics.co.uk/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-includes/wlwmanifest.xml	(from http://localhost/interlinklogistics.co.uk/)
12:30:44	2756/2756	U-----	200	untouched ('')	application/json	date:Mon,%2001%20May%202023%2009:06:22%20GMT	http://localhost/interlinklogistics.co.uk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Finterlinklogistics.co.uk%2F	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-json/oembed/1.0/embed7083.json	(from http://localhost/interlinklogistics.co.uk/)
12:30:47	2830/2830	U-----	200	untouched ('')	text/xml	date:Mon,%2001%20May%202023%2009:06:25%20GMT	http://localhost/interlinklogistics.co.uk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Finterlinklogistics.co.uk%2F&format=xml	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-json/oembed/1.0/embedecbd	(from http://localhost/interlinklogistics.co.uk/)
12:30:48	277/277	U-----	200	untouched ('')	image/png	etag:%22115-5ea5cb596c100%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2022/07/cropped-logo_small_icon_only-1-32x32.png	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2022/07/cropped-logo_small_icon_only-1-32x32.png	(from http://localhost/interlinklogistics.co.uk/)
12:30:48	1056/1056	U-----	200	untouched ('')	image/png	etag:%22420-5ea5cb5877ec0%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2022/07/cropped-logo_small_icon_only-1-192x192.png	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2022/07/cropped-logo_small_icon_only-1-192x192.png	(from http://localhost/interlinklogistics.co.uk/)
12:30:48	1126/1126	U-----	200	untouched ('')	image/png	etag:%22466-5ea5cb5877ec0%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2022/07/cropped-logo_small_icon_only-1-180x180.png	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2022/07/cropped-logo_small_icon_only-1-180x180.png	(from http://localhost/interlinklogistics.co.uk/)
12:30:49	2465/2465	U-----	200	untouched ('')	image/png	etag:%229a1-5fa39f8796a35%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2022/07/rsz_logo_white_large.png	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2022/07/rsz_logo_white_large.png	(from http://localhost/interlinklogistics.co.uk/)
12:30:57	324044/324044	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:30:49%20GMT	http://localhost/interlinklogistics.co.uk/same-day-delivery-courier/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/same-day-delivery-courier/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:03	324722/324722	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:30:57%20GMT	http://localhost/interlinklogistics.co.uk/book-pay/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/book-pay/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:09	307988/307988	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:31:03%20GMT	http://localhost/interlinklogistics.co.uk/get-a-quote/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/get-a-quote/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:15	290333/290333	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:31:09%20GMT	http://localhost/interlinklogistics.co.uk/fleet/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/fleet/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:21	275843/275843	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:31:15%20GMT	http://localhost/interlinklogistics.co.uk/charges-2/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/charges-2/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:28	83315/83315	U-----	200	untouched ('OK')	text/css	date:Fri,%2010%20Mar%202023%2000:22:37%20GMT	https://c0.wp.com/c/6.2/wp-includes/css/dist/components/style.min.css	C:/My%20Web%20Sites/Interlink%20New/c0.wp.com/c/6.2/wp-includes/css/dist/components/style.min.css	(from http://localhost/interlinklogistics.co.uk/)
12:31:28	317458/317458	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:31:22%20GMT	http://localhost/interlinklogistics.co.uk/terms-and-conditions/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/terms-and-conditions/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:30	99714/99714	U-----	200	untouched ('OK')	text/css	date:Tue,%2021%20Mar%202023%2013:24:16%20GMT	https://c0.wp.com/p/jetpack/12.0/css/jetpack.css	C:/My%20Web%20Sites/Interlink%20New/c0.wp.com/p/jetpack/12.0/css/jetpack.css	(from http://localhost/interlinklogistics.co.uk/)
12:31:35	332631/332631	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:31:28%20GMT	http://localhost/interlinklogistics.co.uk/privacy-policy/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/privacy-policy/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:35	294778/294778	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:31:28%20GMT	http://localhost/interlinklogistics.co.uk/about-us-same-day-courier-services/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/about-us-same-day-courier-services/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:36	9546/9546	U-----	200	untouched ('')	image/png	etag:%22254a-5fa9f9c1a4766%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-1-modified-150x150-1.png	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-1-modified-150x150-1.png	(from http://localhost/interlinklogistics.co.uk/)
12:31:36	291340/291340	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:31:30%20GMT	http://localhost/interlinklogistics.co.uk/contact/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/contact/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:36	9546/9546	U-----	200	untouched ('')	image/png	etag:%22254a-5fa9f9c1a4766%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-1-modified-150x150-1.png?is-pending-load=1	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-1-modified-150x150-1b012.png	(from http://localhost/interlinklogistics.co.uk/)
12:31:36	6074/6074	U-----	200	untouched ('')	image/png	etag:%2217ba-5fa9f9cc1d698%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-3-modified-1-150x150-1.png	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-3-modified-1-150x150-1.png	(from http://localhost/interlinklogistics.co.uk/)
12:31:36	6074/6074	U-----	200	untouched ('')	image/png	etag:%2217ba-5fa9f9cc1d698%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-3-modified-1-150x150-1.png?is-pending-load=1	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-3-modified-1-150x150-1b012.png	(from http://localhost/interlinklogistics.co.uk/)
12:31:37	10458/10458	U-----	200	untouched ('')	image/png	etag:%2228da-5fa9f9c6ec304%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-2-modified-1-150x150-1.png?is-pending-load=1	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-2-modified-1-150x150-1b012.png	(from http://localhost/interlinklogistics.co.uk/)
12:31:37	10458/10458	U-----	200	untouched ('')	image/png	etag:%2228da-5fa9f9c6ec304%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-2-modified-1-150x150-1.png	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/2023/05/rsw_730h_730cg_true-2-modified-1-150x150-1.png	(from http://localhost/interlinklogistics.co.uk/)
12:31:40	313295/313295	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:31:35%20GMT	http://localhost/interlinklogistics.co.uk/instant-quote/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/instant-quote/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20May%202023%2011:31:37%20GMT	http://localhost/interlinklogistics.co.uk/about/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/about/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:40	18468/18468	U-----	200	untouched ('OK')	text/css	etag:%224824-5fa39d02ca04c%22	http://localhost/interlinklogistics.co.uk/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.12.2	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/plugins/elementor/assets/lib/animations/animations.mine56c.css	(from http://localhost/interlinklogistics.co.uk/)
12:31:43	288230/288230	U--MC-	200	updated ('OK')	text/html	date:Mon,%2001%20May%202023%2011:31:37%20GMT	http://localhost/interlinklogistics.co.uk/faq-same-day-services/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/faq-same-day-services/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:31:43	1075/1075	U-----	200	untouched ('')	application/javascript	etag:%22433-5fa3d9f18aec3%22	http://localhost/interlinklogistics.co.uk/wp-content/plugins/woocommerce-payments/vendor/automattic/jetpack-connection/dist/tracks-callables.js?minify=false&ver=d9dbf909a3d10fb26f39	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/plugins/woocommerce-payments/vendor/automattic/jetpack-connection/dist/tracks-callables5696.js	(from http://localhost/interlinklogistics.co.uk/)
12:31:44	20585/20585	U-----	200	untouched ('')	application/javascript	etag:%225069-5fa392770f469%22	http://localhost/interlinklogistics.co.uk/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.1.3	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/themes/astra/assets/js/minified/frontend.mina352.js	(from http://localhost/interlinklogistics.co.uk/)
12:31:44	4380/4380	U-----	200	untouched ('')	application/javascript	etag:%22111c-5fa392770f469%22	http://localhost/interlinklogistics.co.uk/wp-content/themes/astra/assets/js/minified/add-to-cart-quantity-btn.min.js?ver=4.1.3	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/themes/astra/assets/js/minified/add-to-cart-quantity-btn.mina352.js	(from http://localhost/interlinklogistics.co.uk/)
12:31:45	407/407	U-----	200	untouched ('')	application/javascript	etag:%22197-5fa392014adaa%22	http://localhost/interlinklogistics.co.uk/wp-content/plugins/coblocks/dist/js/coblocks-animation.js?ver=3.0.3	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/plugins/coblocks/dist/js/coblocks-animation19ce.js	(from http://localhost/interlinklogistics.co.uk/)
12:31:45	14424/14424	U-----	200	untouched ('')	application/javascript	etag:%223858-5fa392014f9ee%22	http://localhost/interlinklogistics.co.uk/wp-content/plugins/coblocks/dist/js/coblocks-tinyswiper-initializer.js?ver=3.0.3	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/plugins/coblocks/dist/js/coblocks-tinyswiper-initializer19ce.js	(from http://localhost/interlinklogistics.co.uk/)
12:31:45	1394831/1394831	U--MC-	200	updated ('OK')	application/json	date:Mon,%2001%20May%202023%2011:30:28%20GMT	http://localhost/interlinklogistics.co.uk/wp-json/	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-json/index.html	(from http://localhost/interlinklogistics.co.uk/)
12:32:26	89815/89815	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2018:37:33%20GMT	https://c0.wp.com/c/6.2/wp-includes/js/jquery/jquery.min.js	C:/My%20Web%20Sites/Interlink%20New/c0.wp.com/c/6.2/wp-includes/js/jquery/jquery.min.js	(from http://localhost/interlinklogistics.co.uk/)
12:32:26	13424/13424	U-----	200	untouched ('')	application/javascript	date:Mon,%2006%20Feb%202023%2020:59:15%20GMT	https://c0.wp.com/c/6.2/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/Interlink%20New/c0.wp.com/c/6.2/wp-includes/js/jquery/jquery-migrate.min.js	(from http://localhost/interlinklogistics.co.uk/)
12:32:30	9505/9505	U-----	200	untouched ('')	application/javascript	date:Tue,%2018%20Oct%202022%2020:34:37%20GMT	https://c0.wp.com/p/woocommerce/7.6.1/assets/js/jquery-blockui/jquery.blockUI.min.js	C:/My%20Web%20Sites/Interlink%20New/c0.wp.com/p/woocommerce/7.6.1/assets/js/jquery-blockui/jquery.blockUI.min.js	(from http://localhost/interlinklogistics.co.uk/)
12:32:30	3029/3029	U-----	200	untouched ('')	application/javascript	date:Wed,%2026%20Apr%202023%2014:49:59%20GMT	https://c0.wp.com/p/woocommerce/7.6.1/assets/js/frontend/add-to-cart.min.js	C:/My%20Web%20Sites/Interlink%20New/c0.wp.com/p/woocommerce/7.6.1/assets/js/frontend/add-to-cart.min.js	(from http://localhost/interlinklogistics.co.uk/)
12:33:11	1834/1834	U-----	200	untouched ('')	application/javascript	date:Tue,%2019%20Jan%202021%2023:55:30%20GMT	https://c0.wp.com/p/woocommerce/7.6.1/assets/js/js-cookie/js.cookie.min.js	C:/My%20Web%20Sites/Interlink%20New/c0.wp.com/p/woocommerce/7.6.1/assets/js/js-cookie/js.cookie.min.js	(from http://localhost/interlinklogistics.co.uk/)
12:33:11	2139/2139	U-----	200	untouched ('')	application/javascript	date:Tue,%2018%20May%202021%2017:00:20%20GMT	https://c0.wp.com/p/woocommerce/7.6.1/assets/js/frontend/woocommerce.min.js	C:/My%20Web%20Sites/Interlink%20New/c0.wp.com/p/woocommerce/7.6.1/assets/js/frontend/woocommerce.min.js	(from http://localhost/interlinklogistics.co.uk/)
12:33:12	41754/41754	U-----	200	untouched ('')	application/javascript	etag:%22a31a-5fa93765665db%22	http://localhost/interlinklogistics.co.uk/wp-content/uploads/astra-addon/astra-addon-644ecdf80dec23-34153941.js?ver=3.9.2	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/uploads/astra-addon/astra-addon-644ecdf80dec23-341539412e46.js	(from http://localhost/interlinklogistics.co.uk/)
12:33:12	2651/2651	U-----	200	untouched ('')	application/javascript	etag:%22a5b-5ea5d6346dd80%22	http://localhost/interlinklogistics.co.uk/wp-content/plugins/astra-addon/addons/woocommerce/assets/js/minified/single-product-ajax-cart.min.js?ver=3.9.2	C:/My%20Web%20Sites/Interlink%20New/localhost/interlinklogistics.co.uk/wp-content/plugins/astra-addon/addons/woocommerce/assets/js/minified/single-product-ajax-cart.min2e46.js	(from http://localhost/interlinklogistics.co.uk/)
